time,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,GyroX2,GyroY2,GyroZ2,AccX2,AccY2,AccZ2
20078,8.00,0.80,7.18,-0.07,-0.11,1.12,5.56,0.14,5.35,-0.10,0.04,0.93
20087,4.69,0.60,5.72,-0.06,-0.09,1.12,6.21,0.06,4.76,-0.11,0.01,0.90
20096,8.85,0.80,5.31,-0.04,-0.11,1.11,11.72,-0.79,4.22,-0.08,0.01,0.86
20105,12.75,0.69,4.69,-0.03,-0.09,1.11,12.53,-1.51,3.52,-0.08,0.02,0.86
20114,10.68,-0.58,3.89,-0.04,-0.09,1.07,7.80,-2.29,2.89,-0.08,0.02,0.85
20122,4.05,-1.92,2.66,-0.03,-0.07,1.06,0.17,-2.79,1.27,-0.08,0.07,0.86
20131,-3.63,-3.08,1.33,-0.05,-0.06,1.06,-6.22,-2.82,0.15,-0.09,0.05,0.89
20140,-5.49,-3.40,0.18,-0.05,-0.08,1.11,-1.47,-3.53,-0.31,-0.08,0.02,0.90
20149,6.06,-2.72,0.59,-0.05,-0.10,1.17,13.92,-4.31,0.60,-0.07,-0.04,0.93
20158,23.87,-0.88,1.73,-0.01,-0.17,1.17,29.34,-5.34,2.63,-0.06,-0.03,0.95
20166,33.66,-1.07,3.83,0.00,-0.11,1.16,33.31,-4.71,3.86,-0.05,0.00,0.93
20175,31.79,-1.11,4.81,-0.01,-0.06,1.13,29.21,-4.77,4.63,-0.02,0.01,0.90
20185,26.84,-1.76,5.37,0.02,-0.01,1.10,27.32,-4.72,5.26,-0.01,0.02,0.88
20193,29.56,-1.37,6.32,0.01,-0.02,1.08,31.94,-4.28,6.56,-0.02,0.04,0.87
20202,34.79,0.24,7.76,0.00,-0.06,1.09,36.68,-2.03,7.35,-0.07,0.01,0.92
20210,40.42,3.78,9.27,-0.05,-0.07,1.08,46.38,0.65,8.47,-0.11,0.05,0.96
20219,51.78,7.53,10.48,-0.09,-0.02,1.14,58.96,2.39,10.12,-0.13,0.04,0.94
20229,63.51,10.63,12.15,-0.09,-0.03,1.13,67.73,3.88,11.41,-0.13,0.07,0.92
20238,65.79,11.64,14.18,-0.08,0.02,1.11,65.05,4.69,13.63,-0.09,0.13,0.90
20246,57.85,10.67,16.14,-0.08,0.10,1.07,50.65,4.38,15.45,-0.07,0.15,0.89
20255,38.69,7.69,17.06,-0.05,0.11,1.12,29.68,2.60,15.38,-0.07,0.17,0.91
20264,20.02,2.89,15.28,-0.08,0.02,1.17,13.89,-0.10,14.07,-0.13,0.14,0.93
20274,8.19,-2.11,13.53,-0.13,-0.01,1.23,3.88,-4.91,12.56,-0.17,0.15,0.93
20282,1.68,-7.76,11.44,-0.16,0.00,1.28,-0.40,-10.43,11.52,-0.19,0.13,0.91
20291,0.41,-13.23,10.46,-0.15,0.02,1.25,-0.34,-14.71,11.62,-0.17,0.14,0.89
20300,1.82,-17.50,11.47,-0.15,0.08,1.23,-1.26,-19.13,13.56,-0.15,0.16,0.88
20310,-1.31,-22.32,13.65,-0.15,0.13,1.22,-6.45,-22.76,16.77,-0.15,0.17,0.92
20318,-5.82,-26.02,16.37,-0.14,0.15,1.23,-8.89,-24.75,19.86,-0.11,0.16,0.92
20327,-4.66,-28.62,19.56,-0.09,0.13,1.23,-6.95,-29.01,23.66,-0.08,0.14,0.99
20336,-2.07,-34.18,22.34,-0.06,0.09,1.41,-1.10,-34.26,27.27,-0.05,0.09,1.02
20345,8.57,-36.47,26.01,-0.05,0.06,1.34,8.86,-36.48,30.70,-0.04,0.10,1.02
20355,15.10,-38.39,27.90,-0.03,0.03,1.30,11.42,-38.73,32.66,-0.06,0.08,0.99
20363,14.40,-40.05,28.69,-0.04,-0.02,1.25,8.46,-40.12,32.18,-0.06,0.09,0.99
20372,10.61,-41.41,27.78,-0.03,-0.04,1.17,4.29,-40.04,30.38,-0.04,0.07,0.97
20381,8.93,-40.84,25.71,-0.02,-0.09,1.15,7.05,-39.69,28.44,-0.06,0.05,0.91
20390,15.61,-38.91,23.56,-0.01,-0.14,1.10,17.21,-38.81,25.98,-0.06,0.02,0.86
20400,27.94,-36.82,21.50,0.00,-0.14,1.04,25.69,-36.76,23.95,0.02,0.04,0.88
20408,29.30,-32.48,20.37,0.11,-0.07,0.96,25.37,-33.04,22.15,0.07,0.04,0.85
20417,28.09,-28.24,18.60,0.16,-0.06,0.87,25.28,-27.07,20.34,0.14,0.03,0.82
20426,26.69,-21.25,18.25,0.20,-0.05,0.81,23.65,-19.32,18.36,0.16,0.02,0.79
20435,22.44,-13.02,16.37,0.22,-0.08,0.75,18.18,-10.34,15.27,0.16,0.02,0.77
20445,14.32,-5.01,13.32,0.23,-0.11,0.71,10.32,-1.92,10.62,0.16,0.02,0.77
20454,6.77,3.13,9.04,0.19,-0.16,0.69,5.56,6.99,5.04,0.08,0.01,0.76
20462,1.97,11.35,3.98,0.13,-0.19,0.72,1.17,14.53,-1.10,0.04,0.03,0.76
20471,-3.38,17.57,-1.08,0.11,-0.16,0.80,-2.54,19.34,-6.03,0.05,0.03,0.78
20480,-4.98,21.59,-4.37,0.13,-0.12,0.88,-0.65,22.96,-8.74,0.10,0.01,0.78
20489,-0.24,24.86,-5.26,0.17,-0.07,0.95,5.85,24.69,-9.36,0.14,0.02,0.79
20498,5.37,27.27,-5.41,0.18,-0.04,0.97,10.03,26.66,-9.27,0.14,0.04,0.81
20506,6.17,29.60,-5.45,0.17,-0.01,0.95,7.69,29.60,-9.80,0.13,0.06,0.84
20515,0.79,31.72,-6.45,0.16,-0.03,0.97,1.58,31.07,-11.76,0.11,0.07,0.84
20525,-5.56,31.79,-7.85,0.12,-0.04,1.05,-4.99,30.63,-13.14,0.08,0.07,0.87
20533,-11.85,30.46,-9.97,0.09,-0.05,1.08,-10.40,30.85,-15.59,0.02,0.08,0.90
20542,-16.00,30.18,-12.41,0.03,-0.09,1.14,-13.82,29.41,-17.86,-0.02,0.08,0.92
20551,-17.27,27.12,-15.20,0.01,-0.09,1.24,-12.92,24.77,-20.07,-0.00,0.07,0.94
20560,-13.27,22.78,-17.21,0.01,-0.09,1.30,-8.25,19.47,-21.11,-0.03,0.06,0.94
20570,-8.66,18.01,-18.70,-0.01,-0.07,1.32,-6.99,13.95,-22.11,-0.05,0.10,0.95
20578,-10.74,12.36,-20.49,-0.04,-0.03,1.31,-12.27,8.36,-22.68,-0.06,0.11,0.96
20587,-15.66,6.82,-21.45,-0.04,-0.00,1.30,-16.20,4.17,-22.92,-0.05,0.11,0.97
20596,-16.35,3.40,-21.50,-0.03,0.00,1.28,-14.56,1.60,-22.13,-0.05,0.09,0.96
20605,-12.56,1.68,-20.56,-0.03,-0.00,1.24,-11.02,-0.10,-21.06,-0.06,0.09,0.97
20614,-11.16,0.61,-20.16,-0.06,0.01,1.24,-12.55,-1.52,-21.04,-0.10,0.13,0.98
20623,-14.33,-2.16,-20.40,-0.09,0.02,1.27,-15.57,-4.69,-20.64,-0.11,0.14,0.98
20632,-14.50,-5.26,-20.30,-0.09,0.03,1.27,-12.98,-7.60,-20.06,-0.10,0.11,0.97
20641,-7.66,-7.17,-19.60,-0.07,0.02,1.27,-5.02,-10.13,-18.79,-0.08,0.11,0.95
20649,-0.69,-8.74,-18.68,-0.05,0.04,1.23,0.25,-12.52,-17.91,-0.09,0.15,0.93
20659,2.02,-10.74,-18.07,-0.07,0.06,1.21,-0.19,-14.47,-17.21,-0.10,0.16,0.92
20668,-0.01,-12.62,-17.82,-0.09,0.09,1.17,-3.05,-15.52,-16.63,-0.10,0.17,0.91
20677,-2.73,-13.81,-16.80,-0.08,0.10,1.13,-5.32,-16.11,-15.43,-0.08,0.16,0.88
20686,-4.65,-14.46,-15.21,-0.05,0.11,1.08,-6.21,-15.70,-13.70,-0.06,0.15,0.86
20695,-4.39,-13.44,-13.63,-0.05,0.10,1.04,-5.79,-13.43,-12.73,-0.08,0.15,0.88
20704,-4.69,-10.48,-12.39,-0.08,0.09,1.00,-6.12,-10.51,-11.63,-0.11,0.17,0.86
20713,-5.85,-8.82,-11.21,-0.08,0.12,1.04,-7.98,-9.44,-10.14,-0.09,0.18,0.85
20722,-7.48,-8.05,-9.17,-0.06,0.15,1.05,-7.89,-8.25,-7.71,-0.05,0.16,0.84
20730,-6.09,-6.83,-5.84,-0.03,0.17,1.04,-5.21,-6.11,-4.15,-0.02,0.17,0.84
20740,-3.43,-4.53,-2.63,-0.01,0.17,1.01,-2.91,-3.80,-1.37,-0.01,0.16,0.84
20748,-2.89,-2.41,0.84,-0.01,0.17,1.01,-3.75,-1.36,1.60,-0.01,0.17,0.84
20757,-5.02,-0.81,3.48,-0.00,0.16,1.00,-5.74,1.22,3.82,-0.02,0.16,0.84
20765,-6.94,1.86,5.86,-0.00,0.14,0.99,-7.03,4.25,5.61,-0.02,0.15,0.85
20774,-8.28,4.68,8.15,0.01,0.12,0.99,-7.76,7.44,7.73,0.00,0.14,0.86
20784,-8.17,7.67,10.18,0.03,0.10,1.01,-5.39,10.96,9.46,0.02,0.11,0.88
20792,-4.94,11.04,12.19,0.03,0.06,1.03,-1.66,14.00,10.78,0.01,0.09,0.89
20801,-2.30,13.86,13.82,0.04,0.05,1.05,0.11,16.08,11.72,0.01,0.09,0.91
20810,-1.96,15.66,14.24,0.02,0.01,1.08,0.80,17.59,11.63,-0.02,0.09,0.91
20818,-1.00,16.53,14.45,0.01,-0.01,1.12,1.56,17.56,11.45,-0.02,0.08,0.92
20828,-0.06,15.96,14.18,0.01,-0.02,1.16,2.80,16.32,11.34,-0.01,0.07,0.92
20837,1.08,14.61,13.58,0.02,-0.04,1.18,2.96,15.19,11.05,-0.00,0.07,0.92
20845,0.46,13.53,12.79,0.02,-0.05,1.18,1.29,13.44,9.96,-0.03,0.06,0.94
20854,-1.11,11.38,11.52,-0.00,-0.07,1.19,0.03,11.16,8.52,-0.05,0.06,0.93
20864,-1.83,8.79,9.69,-0.02,-0.09,1.20,-1.70,8.21,6.94,-0.07,0.06,0.93
20872,-4.17,5.85,7.76,-0.02,-0.08,1.21,-4.19,5.47,5.69,-0.05,0.05,0.94
20881,-5.77,2.82,6.06,-0.02,-0.08,1.23,-6.11,2.68,4.58,-0.05,0.05,0.94
20889,-7.02,0.45,5.03,-0.01,-0.08,1.22,-6.58,0.46,3.53,-0.05,0.04,0.94
20898,-6.21,-1.30,3.80,-0.01,-0.10,1.20,-5.69,-1.79,2.39,-0.05,0.04,0.94
20907,-5.19,-2.94,2.40,-0.01,-0.09,1.20,-5.27,-3.40,1.27,-0.06,0.05,0.94
20916,-5.01,-4.13,0.91,-0.02,-0.08,1.19,-5.26,-4.35,0.15,-0.05,0.05,0.95
20925,-4.33,-4.89,-0.34,-0.01,-0.08,1.18,-3.98,-5.60,-1.10,-0.05,0.05,0.93
20933,-2.39,-5.49,-1.65,-0.00,-0.08,1.17,-2.11,-6.56,-2.47,-0.05,0.06,0.94
20942,-0.68,-6.02,-2.92,0.00,-0.08,1.16,-0.61,-7.47,-3.60,-0.04,0.06,0.91
20951,0.62,-6.71,-4.41,0.00,-0.07,1.14,0.05,-8.17,-4.90,-0.04,0.08,0.91
20960,0.32,-7.12,-5.72,-0.02,-0.07,1.13,-0.95,-8.74,-6.55,-0.07,0.09,0.90
20968,-1.03,-7.67,-7.54,-0.04,-0.05,1.10,-2.95,-9.18,-8.62,-0.07,0.09,0.88
20977,-2.72,-8.08,-9.08,-0.02,-0.03,1.11,-3.60,-9.31,-9.31,-0.04,0.10,0.88
20986,-2.69,-7.75,-9.56,-0.01,0.00,1.08,-3.24,-8.59,-9.38,-0.02,0.10,0.89
20995,-2.63,-6.68,-8.93,0.00,0.03,1.05,-4.09,-6.92,-8.40,-0.02,0.11,0.88
21004,-4.86,-5.05,-7.72,0.00,0.06,1.06,-6.08,-4.99,-7.27,-0.02,0.10,0.90
21012,-5.59,-3.31,-6.08,0.01,0.06,1.06,-4.13,-2.87,-5.66,-0.02,0.09,0.88
21021,-1.51,-1.27,-4.54,-0.01,0.05,1.06,0.51,-1.12,-4.08,-0.04,0.10,0.88
21029,1.49,0.48,-2.45,-0.01,0.05,1.07,0.99,-0.02,-2.79,-0.04,0.11,0.89
21039,-0.77,1.15,-1.21,-0.01,0.07,1.08,-2.04,0.89,-1.51,-0.04,0.12,0.90
21047,-3.71,1.38,0.04,-0.01,0.06,1.09,-4.12,1.74,-0.66,-0.04,0.12,0.90
21056,-4.60,1.56,0.91,-0.02,0.04,1.11,-3.98,2.02,0.24,-0.05,0.10,0.90
21064,-3.66,1.38,1.60,-0.03,0.02,1.13,-2.44,1.29,0.73,-0.06,0.11,0.90
21073,-2.32,1.27,1.52,-0.03,0.01,1.13,-1.80,0.89,0.60,-0.06,0.11,0.91
21082,-1.88,0.55,1.78,-0.02,0.02,1.15,-2.34,0.21,1.11,-0.04,0.10,0.90
21091,-2.76,-0.17,2.24,-0.00,0.03,1.14,-2.92,-0.16,1.62,-0.04,0.10,0.92
21100,-3.34,-0.05,2.56,-0.00,0.02,1.12,-3.15,0.47,1.71,-0.04,0.10,0.93
21108,-3.05,0.27,2.50,-0.00,0.01,1.14,-2.21,0.21,1.83,-0.03,0.09,0.93
21117,-1.91,0.18,3.02,-0.01,0.00,1.15,-1.33,0.21,2.16,-0.03,0.09,0.93
21126,-0.84,0.20,2.91,-0.00,-0.01,1.14,0.23,-0.10,2.01,-0.03,0.09,0.92
21135,0.90,0.29,2.98,-0.01,-0.01,1.14,1.75,-0.11,2.05,-0.04,0.08,0.92
21143,1.78,0.30,2.55,-0.02,-0.02,1.13,1.21,-0.44,1.50,-0.04,0.09,0.91
21152,0.27,-0.64,2.11,-0.01,-0.01,1.15,-0.63,-1.66,1.00,-0.04,0.09,0.91
21160,-0.86,-2.06,1.74,-0.01,-0.02,1.16,-0.82,-2.79,0.98,-0.03,0.08,0.90
21170,0.10,-2.64,1.47,0.00,-0.02,1.14,0.34,-3.53,0.76,-0.02,0.08,0.90
21178,0.66,-3.23,1.11,0.01,-0.01,1.13,0.20,-3.83,0.60,-0.02,0.08,0.90
21187,0.20,-3.24,1.07,-0.00,-0.02,1.10,-0.52,-3.41,0.34,-0.05,0.08,0.90
21195,-0.79,-3.11,0.76,-0.01,-0.02,1.10,-1.50,-3.89,-0.11,-0.03,0.08,0.88
21204,-1.76,-3.49,0.40,0.00,-0.01,1.11,-2.31,-3.75,0.15,-0.02,0.08,0.89
21213,-1.62,-3.38,0.84,0.01,-0.00,1.10,-1.40,-3.68,0.66,-0.01,0.08,0.90
21222,-1.07,-3.54,1.27,0.01,-0.00,1.12,-1.22,-3.57,1.09,-0.03,0.07,0.89
21230,-1.19,-3.57,1.54,0.00,0.00,1.11,-1.62,-3.82,1.23,-0.03,0.08,0.89
21239,-1.73,-3.78,1.66,-0.01,-0.01,1.10,-2.04,-3.71,0.92,-0.05,0.08,0.90
21249,-1.84,-3.42,1.19,-0.01,-0.02,1.10,-2.09,-3.26,0.76,-0.04,0.09,0.89
21257,-1.90,-2.92,1.20,-0.00,-0.01,1.11,-2.22,-2.98,0.82,-0.03,0.08,0.89
21266,-1.92,-2.65,1.24,0.01,-0.01,1.11,-1.60,-2.76,0.81,-0.02,0.08,0.89
21274,-1.04,-2.47,1.33,0.02,-0.01,1.11,-0.59,-2.87,0.87,-0.01,0.08,0.89
21283,-0.09,-2.30,1.27,0.02,-0.01,1.10,-0.38,-2.95,0.37,-0.01,0.08,0.89
21292,-0.85,-2.46,0.78,0.02,-0.01,1.09,-1.61,-2.93,0.16,-0.01,0.08,0.88
21301,-2.10,-2.76,0.61,0.02,-0.02,1.09,-2.91,-2.99,-0.33,-0.02,0.09,0.89
21309,-3.16,-2.78,-0.11,0.01,-0.02,1.09,-3.38,-2.72,-0.89,-0.03,0.08,0.89
21318,-3.43,-2.20,-0.55,-0.00,-0.02,1.07,-3.73,-1.82,-1.34,-0.03,0.08,0.88
21327,-3.53,-1.11,-0.73,0.01,-0.01,1.07,-3.27,-0.57,-1.52,-0.02,0.08,0.90
21336,-2.66,0.47,-0.57,0.02,-0.01,1.07,-1.60,0.99,-1.40,-0.01,0.07,0.90
21345,-1.02,2.42,-0.44,0.02,-0.00,1.08,0.17,2.61,-1.25,-0.01,0.08,0.90
21353,-0.20,3.73,0.11,0.02,-0.00,1.08,0.30,3.77,-1.29,-0.01,0.09,0.90
21362,-0.70,4.36,-0.37,0.02,-0.01,1.09,-0.36,4.11,-1.85,-0.03,0.10,0.91
21370,-1.50,4.50,-0.59,0.01,-0.01,1.11,-0.99,3.99,-2.24,-0.02,0.09,0.90
21380,-1.44,4.27,-0.98,0.01,-0.01,1.12,-0.51,3.68,-2.23,-0.02,0.09,0.89
21388,-0.73,4.34,-0.98,0.02,-0.00,1.11,-0.24,3.69,-2.22,-0.01,0.09,0.90
21397,-1.40,3.79,-0.91,0.01,-0.00,1.12,-1.79,3.15,-2.33,-0.03,0.10,0.89
21405,-3.40,3.00,-1.24,-0.00,-0.00,1.13,-3.87,2.66,-2.67,-0.04,0.09,0.90
21414,-4.15,2.33,-1.42,-0.01,-0.01,1.13,-3.51,2.31,-2.64,-0.04,0.08,0.90
21423,-3.02,2.88,-1.53,-0.02,-0.01,1.12,-2.23,2.61,-2.40,-0.04,0.08,0.90
21432,-2.28,2.78,-1.46,-0.01,-0.01,1.12,-1.67,2.44,-2.70,-0.04,0.09,0.91
21440,-2.47,2.59,-1.63,-0.01,-0.00,1.13,-2.32,2.27,-2.53,-0.04,0.08,0.90
21449,-3.01,2.47,-1.50,-0.00,0.00,1.13,-2.77,2.44,-2.26,-0.04,0.08,0.91
21458,-2.90,2.69,-1.34,-0.00,-0.01,1.11,-2.37,2.01,-2.27,-0.03,0.08,0.90
21467,-2.58,2.30,-1.24,0.00,-0.01,1.13,-2.40,1.57,-2.26,-0.03,0.09,0.91
21476,-3.14,1.76,-1.18,0.00,-0.00,1.15,-2.75,1.18,-2.19,-0.02,0.09,0.91
21484,-3.15,1.31,-1.30,0.00,-0.01,1.14,-2.82,0.68,-2.05,-0.03,0.09,0.90
21493,-2.69,0.61,-1.14,-0.00,-0.01,1.15,-2.73,0.08,-1.94,-0.03,0.09,0.91
21501,-3.16,-0.31,-1.08,-0.01,-0.01,1.14,-3.20,-0.44,-2.23,-0.03,0.09,0.91
21511,-3.46,-0.31,-1.37,-0.01,-0.02,1.13,-3.11,-0.58,-2.24,-0.04,0.08,0.91
21519,-2.27,-0.12,-1.58,-0.02,-0.02,1.11,-1.44,-0.46,-2.34,-0.04,0.07,0.91
21528,-1.04,-0.14,-1.77,-0.01,-0.02,1.12,-1.09,-0.57,-2.47,-0.03,0.07,0.90
21536,-1.55,-0.18,-1.52,-0.01,-0.01,1.11,-1.98,-0.81,-2.30,-0.04,0.07,0.89
21545,-2.03,0.07,-1.73,-0.00,-0.01,1.11,-2.39,-0.18,-2.15,-0.03,0.07,0.90
21555,-2.34,0.48,-1.47,0.01,-0.02,1.08,-1.95,0.94,-2.24,-0.03,0.07,0.90
21563,-1.66,1.76,-1.44,0.01,-0.02,1.09,-0.75,1.37,-2.42,-0.03,0.07,0.89
21572,-0.61,2.02,-1.25,-0.00,-0.02,1.09,0.00,1.62,-2.38,-0.03,0.08,0.89
21580,-0.37,2.53,-1.70,-0.00,-0.02,1.10,-0.26,1.88,-2.82,-0.04,0.07,0.89
21590,-1.04,2.16,-2.05,-0.02,-0.03,1.12,-1.05,1.50,-3.37,-0.04,0.09,0.88
21598,-1.87,1.82,-2.41,-0.02,-0.02,1.10,-2.08,1.34,-3.65,-0.04,0.08,0.89
21607,-3.44,1.50,-3.24,-0.02,-0.02,1.10,-3.79,1.14,-4.27,-0.06,0.08,0.89
21615,-4.16,1.53,-3.69,-0.03,-0.02,1.11,-2.79,1.16,-4.73,-0.06,0.08,0.89
21624,-2.63,1.39,-3.84,-0.02,-0.02,1.11,-2.08,0.71,-4.52,-0.04,0.08,0.89
21633,-2.15,0.85,-3.50,-0.01,-0.00,1.13,-2.21,0.42,-4.09,-0.03,0.09,0.90
21642,-2.52,0.74,-2.99,-0.01,0.01,1.12,-2.44,0.18,-3.85,-0.04,0.09,0.89
21650,-2.81,0.32,-2.61,-0.02,0.01,1.11,-2.78,-0.54,-3.45,-0.04,0.09,0.89
21659,-3.25,-0.50,-2.64,-0.02,0.01,1.11,-3.63,-0.94,-3.14,-0.04,0.09,0.89
21668,-3.79,-0.89,-2.15,-0.01,0.01,1.11,-3.95,-1.55,-2.53,-0.03,0.09,0.88
21677,-3.87,-1.59,-1.92,-0.01,0.01,1.09,-4.72,-2.11,-2.05,-0.03,0.08,0.86
21686,-5.51,-2.41,-1.45,0.00,0.01,1.09,-6.22,-2.21,-1.98,-0.03,0.08,0.87
21694,-6.65,-2.39,-1.31,-0.00,-0.00,1.07,-7.27,-2.39,-1.59,-0.03,0.08,0.86
21703,-6.86,-2.54,-1.12,-0.00,-0.01,1.07,-6.77,-2.20,-1.66,-0.02,0.07,0.85
21711,-6.53,-1.98,-1.11,0.01,-0.02,1.05,-6.44,-1.76,-1.91,-0.04,0.07,0.86
21721,-6.78,-1.11,-1.53,0.01,-0.02,1.03,-7.54,-0.62,-2.50,-0.02,0.07,0.86
21729,-8.82,-0.37,-1.79,0.01,-0.02,1.02,-9.71,0.32,-2.91,-0.02,0.07,0.83
21738,-10.85,-0.08,-2.15,0.02,-0.01,1.04,-11.18,0.98,-2.79,-0.01,0.06,0.85
21747,-11.15,1.29,-1.88,0.02,-0.02,1.03,-10.55,2.30,-2.73,-0.02,0.05,0.86
21755,-10.30,2.55,-1.66,0.02,-0.03,1.01,-9.53,4.47,-2.66,-0.01,0.04,0.86
21765,-9.83,4.74,-1.65,0.02,-0.04,1.01,-9.29,6.81,-3.17,-0.02,0.05,0.86
21773,-10.00,7.43,-1.91,0.02,-0.05,1.00,-9.18,9.02,-3.98,-0.02,0.04,0.87
21782,-10.24,9.99,-2.49,0.02,-0.06,1.00,-8.86,11.31,-4.86,-0.03,0.04,0.87
21791,-9.57,11.79,-3.08,-0.00,-0.07,1.01,-7.51,13.49,-5.71,-0.03,0.04,0.86
21799,-9.08,13.82,-3.76,-0.00,-0.06,1.05,-7.24,14.50,-6.37,-0.05,0.04,0.88
21809,-9.38,14.69,-3.85,-0.01,-0.05,1.05,-7.83,15.70,-6.70,-0.06,0.05,0.89
21818,-9.89,15.66,-4.15,-0.01,-0.03,1.07,-7.61,16.51,-6.72,-0.05,0.05,0.90
21826,-9.18,16.74,-3.76,-0.01,-0.03,1.09,-6.60,17.14,-6.37,-0.04,0.05,0.90
21835,-8.21,16.63,-3.27,-0.01,-0.02,1.12,-6.24,16.78,-5.76,-0.04,0.06,0.90
21844,-8.72,16.18,-2.88,-0.02,-0.02,1.14,-7.44,16.28,-5.72,-0.07,0.06,0.91
21853,-10.31,14.93,-3.10,-0.02,-0.04,1.15,-8.96,14.83,-5.77,-0.06,0.06,0.92
21862,-11.03,13.44,-3.54,-0.03,-0.04,1.17,-9.65,13.04,-6.16,-0.06,0.06,0.92
21871,-11.02,11.57,-4.08,-0.03,-0.06,1.18,-9.63,11.22,-6.41,-0.07,0.06,0.92
21879,-10.76,10.29,-4.97,-0.04,-0.06,1.16,-9.67,10.12,-7.47,-0.09,0.06,0.93
21889,-11.18,9.31,-5.74,-0.05,-0.06,1.16,-10.25,8.41,-7.81,-0.10,0.07,0.93
21898,-11.35,7.26,-6.23,-0.06,-0.05,1.19,-10.28,6.73,-8.02,-0.10,0.07,0.92
21906,-10.41,5.58,-6.15,-0.06,-0.03,1.19,-9.33,4.85,-7.32,-0.08,0.06,0.92
21915,-9.44,4.34,-5.53,-0.05,-0.01,1.19,-8.40,3.72,-6.23,-0.07,0.07,0.92
21924,-8.47,3.55,-4.76,-0.04,-0.00,1.16,-7.64,2.89,-5.43,-0.06,0.07,0.91
21933,-8.14,2.31,-3.89,-0.04,-0.00,1.14,-8.09,2.19,-4.81,-0.06,0.08,0.90
21942,-8.91,1.32,-2.96,-0.03,0.00,1.14,-9.73,0.85,-4.16,-0.06,0.08,0.88
21950,-11.19,-0.40,-3.02,-0.02,-0.01,1.14,-12.19,-0.68,-3.67,-0.06,0.08,0.87
21959,-13.14,-2.16,-2.96,-0.03,-0.01,1.12,-14.09,-1.79,-3.48,-0.07,0.06,0.87
21968,-14.79,-2.94,-2.62,-0.05,-0.03,1.08,-15.51,-1.97,-3.48,-0.09,0.07,0.86
21977,-15.46,-2.65,-2.89,-0.05,-0.04,1.06,-15.35,-0.79,-3.50,-0.08,0.06,0.87
21986,-14.50,-0.60,-2.70,-0.05,-0.03,1.03,-13.37,1.27,-2.82,-0.08,0.04,0.87
21995,-11.96,2.13,-1.38,-0.05,-0.02,1.00,-9.69,4.47,-2.33,-0.07,0.05,0.86
22003,-8.56,5.92,-0.47,-0.04,-0.03,0.98,-6.44,7.96,-1.79,-0.07,0.04,0.85
22012,-6.69,9.47,0.21,-0.03,-0.01,0.97,-4.91,11.34,-0.95,-0.07,0.05,0.84
22021,-6.96,12.63,1.62,-0.04,0.00,0.96,-6.16,14.89,-0.08,-0.06,0.05,0.85
22030,-9.44,15.28,2.89,-0.03,0.01,0.97,-8.69,17.16,0.88,-0.05,0.05,0.83
22039,-11.58,16.41,4.44,-0.02,0.00,1.00,-9.97,18.73,2.32,-0.04,0.04,0.84
22047,-13.27,17.92,6.06,-0.01,0.00,1.00,-12.73,20.70,3.46,-0.03,0.05,0.83
22056,-16.91,19.24,6.75,-0.00,-0.01,0.99,-16.32,22.50,3.92,-0.03,0.05,0.85
22066,-20.54,20.27,6.76,-0.00,-0.04,1.01,-18.56,23.95,3.40,-0.04,0.05,0.82
22074,-20.86,21.73,6.86,0.01,-0.06,1.02,-17.53,25.05,2.98,-0.04,0.02,0.83
22083,-19.85,24.35,6.37,0.01,-0.08,0.96,-15.76,27.47,2.26,-0.03,0.01,0.81
22092,-22.56,23.97,5.46,-0.01,-0.13,0.95,-55.18,6.76,5.28,-0.08,0.34,2.00
22102,-37.04,25.57,-0.98,-0.08,-0.57,1.96,-95.76,19.08,-32.40,-0.22,-0.18,1.41
22110,-32.95,6.73,-5.89,-0.28,-0.46,2.00,-26.63,-21.93,-29.33,-0.48,-0.19,1.45
22119,1.22,-10.82,-8.38,-0.35,-0.31,2.00,10.35,-16.66,-10.04,-0.49,-0.15,1.15
22128,18.50,-18.94,-12.24,-0.32,-0.36,1.66,18.04,-28.64,-24.12,-0.40,-0.07,1.09
22137,13.55,-16.56,-17.91,-0.17,-0.38,1.42,7.85,-31.47,-22.64,-0.35,0.07,0.93
22147,0.07,-35.08,-26.57,-0.33,-0.20,1.10,-0.40,-32.53,-25.44,-0.22,0.02,0.86
22155,-6.70,-29.70,-27.34,-0.16,-0.06,1.03,-14.89,-34.96,-26.31,-0.16,0.07,0.85
22164,-13.97,-34.38,-29.21,-0.10,-0.06,1.13,-18.20,-37.39,-26.30,-0.06,0.05,0.89
22173,-15.69,-38.76,-29.79,-0.03,-0.05,1.27,-25.42,-43.08,-26.60,-0.06,0.03,0.87
22182,-22.00,-45.44,-30.41,-0.09,-0.10,1.23,-24.68,-49.63,-24.49,-0.08,-0.07,0.88
22192,-11.78,-49.78,-27.66,-0.08,-0.15,1.26,-21.29,-54.11,-21.82,-0.11,-0.09,0.89
22201,-6.44,-52.30,-26.16,-0.10,-0.16,1.17,-12.80,-55.67,-20.38,-0.13,-0.10,0.96
22210,0.37,-51.32,-23.53,-0.12,-0.15,1.22,0.53,-55.14,-16.78,-0.13,-0.15,0.98
22219,15.56,-48.99,-18.02,-0.12,-0.12,1.17,19.39,-51.56,-10.56,-0.11,-0.17,1.01
22227,31.44,-38.93,-11.14,-0.09,-0.09,0.95,35.59,-37.57,-7.64,-0.12,-0.08,0.98
